"Tag Code","Event Type Name","Event Site Name","Event Date MMDDYYYY","Event Release Site Name","Event Release Date MMDDYYYY","Event Site Code Value","Event Date Time Value","Antenna ID","Antenna Group Configuration Value","Mark Species Name","Mark Rear Type Name","Event Release Site Code Code","Event Release Date Time Value","CTH Count"
"3DD.0078D4681D","Observation","TWX - Estuary Towed Array (Exp.)","5/8/2024","","","TWX","5/8/2024 11:14:24 AM","C5","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4681D","Observation","TWX - Estuary Towed Array (Exp.)","5/8/2024","","","TWX","5/8/2024 11:14:36 AM","C6","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4681D","Observation","TWX - Estuary Towed Array (Exp.)","5/8/2024","","","TWX","5/8/2024 11:14:59 AM","C4","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4681D","Observation","TWX - Estuary Towed Array (Exp.)","5/8/2024","","","TWX","5/8/2024 11:18:47 AM","C4","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4681D","Observation","TWX - Estuary Towed Array (Exp.)","5/8/2024","","","TWX","5/8/2024 11:19:15 AM","C5","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4681D","Observation","TWX - Estuary Towed Array (Exp.)","5/8/2024","","","TWX","5/8/2024 11:19:31 AM","C2","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4681D","Observation","TWX - Estuary Towed Array (Exp.)","5/8/2024","","","TWX","5/8/2024 11:19:34 AM","C3","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4681D","Observation","TWX - Estuary Towed Array (Exp.)","5/8/2024","","","TWX","5/8/2024 11:19:37 AM","C1","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4681D","Observation","TWX - Estuary Towed Array (Exp.)","5/8/2024","","","TWX","5/8/2024 12:09:00 PM","05","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4681D","Observation","TWX - Estuary Towed Array (Exp.)","5/8/2024","","","TWX","5/8/2024 12:09:01 PM","05","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4681D","Observation","TWX - Estuary Towed Array (Exp.)","5/8/2024","","","TWX","5/8/2024 12:09:02 PM","05","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4681D","Observation","TWX - Estuary Towed Array (Exp.)","5/8/2024","","","TWX","5/8/2024 12:09:25 PM","06","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4681D","Observation","TWX - Estuary Towed Array (Exp.)","5/8/2024","","","TWX","5/8/2024 12:09:26 PM","06","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4681D","Observation","TWX - Estuary Towed Array (Exp.)","5/8/2024","","","TWX","5/8/2024 12:09:30 PM","07","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4681E","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:58:57 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D4681F","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:55:36 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D4681F","Observation","PD6 - Columbia River Estuary rkm 68","5/2/2024","","","PD6","5/2/2024 2:08:54 AM","7A","150","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46821","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:54:28 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46822","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:56:22 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46823","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:57:19 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46823","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 11:23:18 AM","01","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46823","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 11:23:20 AM","02","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46823","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 11:23:21 AM","02","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46823","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 11:23:23 AM","03","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46823","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 3:16:35 PM","A1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46823","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 3:16:35 PM","A2","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46823","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 3:16:42 PM","11","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46823","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 3:16:42 PM","12","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46823","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 3:16:49 PM","81","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46823","Observation","GRJ - Lower Granite Dam Juvenile","4/17/2024","","","GRJ","4/17/2024 3:16:49 PM","82","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46824","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:57:17 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46824","Observation","ICH - Ice Harbor Dam (Combined)","4/25/2024","","","ICH","4/25/2024 1:46:59 AM","A1","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46824","Observation","ICH - Ice Harbor Dam (Combined)","4/25/2024","","","ICH","4/25/2024 1:47:02 AM","A2","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46824","Observation","ICH - Ice Harbor Dam (Combined)","4/25/2024","","","ICH","4/25/2024 1:47:04 AM","A3","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46824","Observation","ICH - Ice Harbor Dam (Combined)","4/25/2024","","","ICH","4/25/2024 1:47:07 AM","A4","110","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46825","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:53:44 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46826","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:53:14 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46827","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:58:59 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46828","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:59:41 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46829","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:53:04 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D4682A","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:59:18 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D4682B","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:55:17 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D4682B","Observation","GRS - Lower Granite Dam Spillway","4/17/2024","","","GRS","4/17/2024 1:30:18 PM","07","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682C","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:58:09 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D4682D","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:57:23 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D4682D","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 2:56:30 AM","01","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682D","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 2:56:32 AM","02","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682D","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 2:56:36 AM","03","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682D","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 2:56:38 AM","04","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682D","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 8:19:36 AM","B1","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682D","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 8:19:36 AM","B2","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682D","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 8:19:36 AM","B3","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682D","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 8:19:36 AM","B4","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682D","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 8:19:40 AM","21","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682D","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 8:19:40 AM","22","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682D","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 8:19:40 AM","23","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682E","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:53:25 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D4682E","Observation","BCC - BON PH2 Corner Collector","5/22/2024","","","BCC","5/22/2024 4:59:28 AM","01","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682E","Observation","GRS - Lower Granite Dam Spillway","5/12/2024","","","GRS","5/12/2024 5:11:22 PM","03","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682E","Observation","GRS - Lower Granite Dam Spillway","5/12/2024","","","GRS","5/12/2024 5:11:22 PM","06","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682E","Observation","GRS - Lower Granite Dam Spillway","5/12/2024","","","GRS","5/12/2024 5:11:22 PM","09","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4682F","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:58:11 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46830","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:56:49 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46830","Observation","GOJ - Little Goose Dam Juvenile","4/20/2024","","","GOJ","4/20/2024 3:36:53 AM","01","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46830","Observation","GOJ - Little Goose Dam Juvenile","4/20/2024","","","GOJ","4/20/2024 3:36:55 AM","02","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46830","Observation","GOJ - Little Goose Dam Juvenile","4/20/2024","","","GOJ","4/20/2024 3:36:58 AM","03","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46830","Observation","GOJ - Little Goose Dam Juvenile","4/20/2024","","","GOJ","4/20/2024 3:37:00 AM","04","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46830","Recovery","BADGEI - Badger Island, Columbia River","9/5/2024","","","BADGEI","9/5/2024 11:00:00 AM","NA","0","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46831","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:55:03 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46831","Observation","GRS - Lower Granite Dam Spillway","4/17/2024","","","GRS","4/17/2024 8:34:50 PM","03","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46831","Observation","GRS - Lower Granite Dam Spillway","4/17/2024","","","GRS","4/17/2024 8:34:50 PM","0A","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46832","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:59:26 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46832","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 2:30:06 AM","02","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46832","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 2:30:07 AM","02","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46832","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 2:30:09 AM","03","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46832","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 2:30:10 AM","03","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46832","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 2:30:11 AM","04","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46832","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 4:23:03 AM","A1","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46832","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 4:23:03 AM","A2","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46832","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 4:23:03 AM","A3","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46832","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 4:23:03 AM","A4","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46832","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 4:23:07 AM","11","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46832","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 4:23:07 AM","12","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46832","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 4:23:07 AM","13","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46833","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:55:48 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46833","Observation","GOJ - Little Goose Dam Juvenile","4/22/2024","","","GOJ","4/22/2024 4:08:26 AM","01","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46833","Observation","GOJ - Little Goose Dam Juvenile","4/22/2024","","","GOJ","4/22/2024 4:08:28 AM","02","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46833","Observation","GOJ - Little Goose Dam Juvenile","4/22/2024","","","GOJ","4/22/2024 4:08:32 AM","03","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46833","Observation","GOJ - Little Goose Dam Juvenile","4/22/2024","","","GOJ","4/22/2024 4:08:34 AM","04","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46834","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:59:47 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46834","Observation","TWX - Estuary Towed Array (Exp.)","5/9/2024","","","TWX","5/9/2024 6:46:13 AM","C4","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46834","Observation","TWX - Estuary Towed Array (Exp.)","5/9/2024","","","TWX","5/9/2024 6:46:19 AM","C5","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46834","Observation","TWX - Estuary Towed Array (Exp.)","5/9/2024","","","TWX","5/9/2024 6:46:27 AM","C6","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46834","Observation","TWX - Estuary Towed Array (Exp.)","5/9/2024","","","TWX","5/9/2024 6:46:52 AM","C1","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46834","Observation","TWX - Estuary Towed Array (Exp.)","5/9/2024","","","TWX","5/9/2024 6:46:54 AM","C2","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46835","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:55:05 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46836","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:58:04 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46837","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:59:43 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46838","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 10:15:31 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46839","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:55:24 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D4683A","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:56:01 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D4683B","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:55:59 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D4683C","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:59:06 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D4683C","Observation","GRS - Lower Granite Dam Spillway","5/14/2024","","","GRS","5/14/2024 11:55:46 AM","03","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683C","Observation","GRS - Lower Granite Dam Spillway","5/14/2024","","","GRS","5/14/2024 11:55:46 AM","0A","100","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683D","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:58:13 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D4683E","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:56:24 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D4683E","Observation","GRJ - Lower Granite Dam Juvenile","4/19/2024","","","GRJ","4/19/2024 6:40:04 AM","01","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683E","Observation","GRJ - Lower Granite Dam Juvenile","4/19/2024","","","GRJ","4/19/2024 6:40:06 AM","02","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683E","Observation","GRJ - Lower Granite Dam Juvenile","4/19/2024","","","GRJ","4/19/2024 6:40:09 AM","03","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683E","Observation","GRJ - Lower Granite Dam Juvenile","4/20/2024","","","GRJ","4/20/2024 12:39:55 AM","A1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683E","Observation","GRJ - Lower Granite Dam Juvenile","4/20/2024","","","GRJ","4/20/2024 12:39:56 AM","A2","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683E","Observation","GRJ - Lower Granite Dam Juvenile","4/20/2024","","","GRJ","4/20/2024 12:40:19 AM","C1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683E","Observation","GRJ - Lower Granite Dam Juvenile","4/20/2024","","","GRJ","4/20/2024 12:40:20 AM","C2","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683E","Observation","GRJ - Lower Granite Dam Juvenile","4/20/2024","","","GRJ","4/20/2024 12:40:21 AM","91","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683E","Observation","GRJ - Lower Granite Dam Juvenile","4/20/2024","","","GRJ","4/20/2024 12:40:22 AM","92","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683E","Observation","TWX - Estuary Towed Array (Exp.)","5/7/2024","","","TWX","5/7/2024 5:23:57 AM","C4","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683E","Observation","TWX - Estuary Towed Array (Exp.)","5/7/2024","","","TWX","5/7/2024 5:23:57 AM","C5","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683E","Observation","TWX - Estuary Towed Array (Exp.)","5/7/2024","","","TWX","5/7/2024 5:25:08 AM","C6","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683E","Observation","TWX - Estuary Towed Array (Exp.)","5/7/2024","","","TWX","5/7/2024 5:26:37 AM","C1","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683E","Observation","TWX - Estuary Towed Array (Exp.)","5/7/2024","","","TWX","5/7/2024 5:26:38 AM","C2","220","Steelhead","Hatchery Reared","","","1"
"3DD.0078D4683F","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 10:00:04 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46840","Mark","DWOR - Dworshak National Fish Hatchery","1/4/2024","DWORMS - Dworshak NFH, release into mainstem Clearwater River","4/15/2024","DWOR","1/4/2024 9:59:35 AM","NA","0","Steelhead","Hatchery Reared","DWORMS","4/15/2024 7:00:00 AM","1"
"3DD.0078D46840","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 7:00:15 AM","01","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46840","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 7:00:17 AM","02","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46840","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 7:00:20 AM","03","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46840","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 7:00:21 AM","04","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46840","Observation","GOJ - Little Goose Dam Juvenile","4/21/2024","","","GOJ","4/21/2024 7:00:22 AM","04","160","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46840","Observation","MCJ - McNary Dam Juvenile","4/26/2024","","","MCJ","4/26/2024 11:43:06 PM","01","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46840","Observation","MCJ - McNary Dam Juvenile","4/26/2024","","","MCJ","4/26/2024 11:43:10 PM","02","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46840","Observation","MCJ - McNary Dam Juvenile","4/26/2024","","","MCJ","4/26/2024 11:43:12 PM","03","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46840","Observation","MCJ - McNary Dam Juvenile","4/26/2024","","","MCJ","4/26/2024 11:43:13 PM","03","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46840","Observation","MCJ - McNary Dam Juvenile","4/26/2024","","","MCJ","4/26/2024 11:43:16 PM","04","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46840","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 6:18:43 AM","B1","170","Steelhead","Hatchery Reared","","","1"
"3DD.0078D46840","Observation","MCJ - McNary Dam Juvenile","4/27/2024","","","MCJ","4/27/2024 6:18:44 AM","B2","170","Steelhead","Hatchery Reared","","","1"
